1985;12;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0
1985;12;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.40000001;0;0;0;0;0;0;0;0;0;0;0
1985;12;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1985;12;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1985;12;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1985;12;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0
1985;12;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0
1985;12;10;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1985;12;11;0;0;0.60000002;0;0;0.2;0.2;0.40000001;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0.60000002;0;0;0;0;0;0;0.2;0.60000002;0;0;0;0
1985;12;12;4.5999999;1.4;1;3.8;2;1;5.1999998;2.4000001;0;1.4;0;2.2;1;2;4.5999999;3;0;3.8;0.40000001;1.8;5.5999999;3.4000001;8;0.2;3;6;0.2;2.5999999;4;1.6;4;6;7.8000002;2.5999999;2.2
1985;12;13;0;2.4000001;0;3;1.6;0.2;0.80000001;0;0;0;0;0.40000001;3;0.40000001;3.4000001;1;0;0;0.2;0.2;0.2;0.40000001;1;0;0;1;0;1.8;0;0;0;1.8;0.60000002;0;0
1985;12;14;0;0;0;0;0;0;0.40000001;0;0;0;0;1.8;0;0;0;0;2.5999999;0;0;0;0;0;0.2;0;0;0;0.2;0;0;0;0;1;0.40000001;0;0
1985;12;15;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0
1985;12;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1985;12;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1985;12;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1985;12;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1985;12;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1985;12;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1985;12;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.80000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1985;12;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.60000002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1985;12;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1985;12;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0
1985;12;26;0;0;0.40000001;6.5999999;0.80000001;0.80000001;3;0;0.40000001;0;1.4;3.5999999;0;0;0;0;0;2;0;0.2;0;0;7.1999998;0.2;2;2;0;0.2;0;0.2;0;1.6;1;0;0
1985;12;27;2;0.60000002;6;10.8;1.2;2;15.2;2.5999999;1.2;0;0;4.4000001;0;0;0;0;0.60000002;13.6;5.1999998;10.2;6;6;16.799999;1.8;8.8000002;14;2.8;3.2;8;7.4000001;1;2.4000001;10.8;0.60000002;0.60000002
1985;12;28;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0
1985;12;29;0;0;0;5.8000002;0;0;0;0;0;0;0;1.6;0;0;0;0;0;0;0;0;0;0;0.60000002;0;0;0;0;0;0;0;0;0;0;0;0
1985;12;30;0;0.80000001;5;16.200001;2;0.80000001;8;0;0;0;0;5.1999998;0;0;0;0;0;4.4000001;0;1.2;0;0;10.2;0.2;3;7;0;1.4;1;1.4;0;0;0;0;0.60000002
1985;12;31;0.80000001;2;3;8;2;2;2.4000001;0.40000001;1.4;1.8;0.40000001;10.6;5;0.60000002;1.8;0;0;2.2;0;0.40000001;0.2;0.40000001;5;2.4000001;6.5999999;7.5999999;0;1.8;1;2.5999999;1;0;4;0;0.40000001
1986;1;1;3.5999999;1.6;6.5999999;13.2;5.4000001;3.2;14.6;2.4000001;1.4;1.8;0.40000001;11;3.5999999;1.2;4;1;0.40000001;13.4;7.8000002;4;6.1999998;2.8;19;8;13;17.6;7.1999998;7.1999998;3;2.8;8;6.1999998;5.8000002;3.8;2.2
1986;1;2;0.40000001;0.40000001;0;0;0;0.2;0.40000001;0.40000001;0.40000001;0.2;0;2;0.60000002;0.40000001;0.2;2;1.2;0.2;1.6;0;1.4;0.40000001;0.80000001;1;0;0;1.4;0.40000001;0;0.2;3;1.2;1;0.40000001;0
1986;1;3;0;0;4.6999998;3.4000001;0;1.2;10.8;1.8;0;0;0;2.8;0;3.2;0;0;0;4.5999999;0;5.4000001;0;0.40000001;7.5999999;0.2;0.40000001;3.5999999;0.2;0.2;1;0.40000001;2;0;0.2;0.40000001;0
1986;1;4;10.8;4.5999999;12;14.8;7.8000002;3.4000001;8.8000002;4.5999999;2.4000001;3.4000001;2.8;9.8000002;2.5999999;1;4;1;0;1.6;0;2;0;0.80000001;4.4000001;0;10;15;0;9;8.8000002;11;15;2.8;17;5;5
1986;1;5;0;0;3;2.2;0;1.8;4.5999999;0;0;0;3.8;0.40000001;0;0;0;0;0;2.2;5.1999998;0;0.40000001;0;4.8000002;0.80000001;4;1;0.60000002;0;0;0;0.60000002;0;0.40000001;0;0
1986;1;6;0;0;0;0;0;0.2;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0.2;0;0;0;0;0;0
1986;1;7;6;5.1999998;11;14.8;9;3.8;3;3.8;0.40000001;1.8;0.40000001;12;12.6;5.1999998;3.8;0;0;3;1.2;2.2;2.2;3.4000001;4.1999998;2;9.8000002;17.6;0.40000001;8.8000002;6.5999999;8.3999996;8;10;7.5999999;3;1.4
1986;1;8;0;0.2;0;0.2;1;0.2;0;0;0.60000002;0.60000002;0;0;0;0;0.60000002;0;0;0.2;0.2;0.60000002;0.40000001;2.2;0;0;0;0;0.2;0.40000001;0;0.40000001;0.80000001;4;2;0.40000001;0.2
1986;1;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.4;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0
1986;1;10;13;19.6;0;1;8;0;0;13.6;11;12.8;10.6;3.4000001;18;22.200001;16.799999;12;12;12.2;8;18.799999;10.8;21.200001;0;9.3999996;0;1.6;10.4;2.5999999;16;1.6;10;20.200001;24;9.8000002;16
1986;1;11;0;2.5999999;0;1;0.2;0;0;0;0;4;2.4000001;1.8;0;3.2;1.8;1;0;0;0;0;0;0;0;0.80000001;0;0;0;0.40000001;0;0;0.2;1.6;0.60000002;0.2;0
1986;1;12;0;0.60000002;0;0.60000002;0.2;2.4000001;1.4;1.2;1.4;0.80000001;0;11.4;0;0;4.8000002;4;0;4.1999998;2.2;0.60000002;1.4;1.2;3.2;0;0;1;0;1;1;0.40000001;0.2;1;0.80000001;0;0
1986;1;13;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0.2;0;1.4;0;0;0;0;0;0;0;0;2.2;0;1.4;0;0;0;0
1986;1;14;0;0;0;0;0;1.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.40000001;0;0;0;0;0;0;2;0;0;0;0;0
1986;1;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1986;1;16;0;0;0;0;0;0;1.8;0.2;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1986;1;17;2.2;4.8000002;0;4;6;2.4000001;2.2;1.2;0.60000002;3.8;5.4000001;8.1999998;5;5.5999999;2.2;12;14;0.80000001;0;0.60000002;0;0;0.40000001;0;3;4;0;5.4000001;3;2;4.4000001;7.1999998;5;0.80000001;2
1986;1;18;0.2;0;0;0;0;0;0;0.40000001;0.2;1.8;1;0;0;0.40000001;3.4000001;1;2.8;0;0;0;0;0;0.2;0;0;0;0;0.2;0;0;2.8;0;0.40000001;0.2;0
1986;1;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1986;1;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1986;1;21;0;0;0;0;0;0;0;0.60000002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1986;1;22;0;0;0;0.60000002;0;0;0;0;0;0;0;1.4;0;0;0;0;0;0;0;0;0;0;0.60000002;0;0;0;0;0.2;0;0;0;0;0;0.40000001;0
1986;1;23;0;0;0;0.2;0;0;0.60000002;0;0;0;0;0;0;0;0;0;0;0.80000001;0;0;0;0;1.6;0;0;0;0;0;0;0;0;0;0;0;0
1986;1;24;0;0;0;1;0;0;6.8000002;0.2;0;0;0;0.60000002;0;0;0;0;0;1.2;0;0;0;0;2.4000001;0;0;0;0;0;0;0;0;0;0;0;0
1986;1;25;5.1999998;7.1999998;11;17;6.4000001;4.8000002;11.2;3;1.4;2.4000001;2;12.2;6;2;5;3;0.40000001;6.1999998;2.2;5;5.8000002;1.6;10.8;1.4;10;16.6;1.4;5.5999999;3;2.2;9.1999998;14.8;13.6;4.4000001;1.4
1986;1;26;1;0.2;0;0;0;0.2;0.2;0.60000002;8.3999996;6;7.1999998;0;2;3.5999999;4.1999998;1.6;10;1.8;1;0.2;3.2;0.40000001;1;0.60000002;0;0;0.40000001;0;0;0.80000001;2;2.4000001;5.4000001;0.60000002;0.60000002
1986;1;27;0.2;1.4;0;0;0;0;0;1.4;0;1.2;0;3;0;0;0;0;1.8;0.2;0;2.5999999;0;0;0;0;0;0;0;0.40000001;0;0.2;2.8;0;1.6;0;5.5999999
1986;1;28;0;0;0;0;0;0;0;0;0;0.60000002;0.60000002;0;0;0;0;0;1;0.60000002;0;0.40000001;0;0;0;0;0;0;0;0.2;1;0;0.2;0;0;0;0
1986;1;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1986;1;30;0;1;0;4.5999999;0;0;0;0;0;0;0;3.4000001;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;7.5999999;0;0;0;0;0
1986;1;31;0;11.8;0;4.8000002;0;0.60000002;0.60000002;0;0;0;0;29.6;0;0;0.80000001;0;13.4;0;0;0;0;0;1.4;0;0;1.6;0;0;0;0;0;0;0;0;0
1986;2;1;6.8000002;11.8;33;50;7.1999998;13.6;32.400002;5.1999998;4;3;2.4000001;6;18;8.3999996;14;5;6.1999998;30.6;4.8000002;35.400002;7.4000001;7.5999999;48;6.5999999;25;30;6;14.6;7;13;17.200001;21;20;4.4000001;4.8000002
1986;2;2;0.80000001;13.4;8.6000004;37;8.8000002;5;14.6;2;0;0;1;4;11;3;19.4;0;0;8.6000004;0.40000001;2.5999999;0.80000001;0;7;0;32;37;0.40000001;12.2;5;9;10.8;10.4;5;1.4;0.2
1986;2;3;0;0.2;0;3.4000001;1.8;3.2;1.6;0;0;0;0;0;0;0.2;0.40000001;0;0;3.2;0.2;0;0.2;0;13.6;0;0;3;0;0.40000001;0;0.40000001;1.4;0;0;0;0
1986;2;4;0;0;0;0;0;0.60000002;0;1.2;0.40000001;0;0;0;0;0;0;0;0;1.6;0;9.1999998;1.4;10.2;0;0;0;0;0;0;4;1.2;3;2.8;1.4;1;3.2
1986;2;5;2.8;0.40000001;0;0;1.2;0;0;1;0.60000002;0;0;0;0;0.40000001;0;0;0;0;0;0.60000002;0.60000002;1.6;0;0;0;0;0;0;2;1.6;3.8;3.5999999;1.6;3.4000001;0.2
1986;2;6;5;1.6;1;1.4;1.8;0.60000002;0;3.5999999;1.2;2.4000001;4.4000001;5.4000001;7;5.5999999;1.2;3.2;2;1;3.8;5.1999998;4.8000002;5.4000001;0;1.8;0.40000001;1.6;0.2;0.2;2;0;4.1999998;6.5999999;5.5999999;3.5999999;4.1999998
1986;2;7;3.5999999;6;0;1;3.4000001;0;0;2;1;0.60000002;0.40000001;0;2.5999999;2.2;8.3999996;2;3.8;1;0.2;2.2;0.80000001;5.1999998;6;0.60000002;0;0;3;0.2;1;2.8;8.1999998;0;9;1.6;0.80000001
1986;2;8;0.40000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.40000001;0;0.40000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1986;2;9;8.3999996;15.8;13;48;7;13.4;12;9.8000002;5;3.8;3.4000001;56.400002;18;13.6;10.2;4;4;18;6.4000001;20;11;12;17;8.3999996;13;15;6;9;11;14;13;10;2.4000001;2.8;3.2
1986;2;10;1;5;4;6;4.1999998;6.1999998;5;5.1999998;6.5999999;6;9.1999998;10.2;7.5999999;2.2;8.3999996;0;0;18;5.8000002;17;3.4000001;11;7;3.5999999;2;9.6000004;2;3.8;7;8;5;9.3999996;8.1999998;4.1999998;12
1986;2;11;20.200001;1;8;9.1999998;0;5;5;0;0;0.2;0;8.8000002;3;6;0;0;0;0;0;0;0;0;6.8000002;0;2;5;0;0;0;0;0;4.1999998;0;0;0
1986;2;12;20.200001;11;7;19;20;9;10;22.6;18;21.4;26.4;3.8;12;25;68;85;14.6;52;50;58;47;28;4.5999999;27;20;20.6;31.4;23;42;12;10;49.599998;47;15;40
1986;2;13;20.4;32;4;13;10.8;3;0;0;17.4;9.3999996;30.4;5.1999998;6.5999999;8.3999996;0;42;22.6;18;2.4000001;26;0;8;4.4000001;0.40000001;12;11.6;0;13;1.2;6;5;19.6;22.6;10;30
1986;2;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1986;2;15;1.8;5;3;0;8.8000002;7;8;7.5999999;0.2;2.5999999;17.799999;6.8000002;6;4;15.6;21;17;0;2.5999999;0;2.5999999;1.6;4;4.1999998;6;2;1.2;6;3;6;6;3;1.8;4.1999998;10
1986;2;16;24.6;23.200001;16;38;16;17;16.200001;25.6;32.200001;21.6;24;11.2;0;0;0;42;6;15;26.4;41;38.200001;31;8;25.4;15;21;31;11;17;16;28;11;0;32.599998;12
1986;2;17;0;0;0;0;0;0;0;0;0.2;0;0;0;22;20.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.8000002;0
1986;2;18;5.1999998;0;11;17.6;9.3999996;7.1999998;28;0;0.80000001;0;0;28;0;0.80000001;0;0;0;5.4000001;0.40000001;20;1.2;0;17;0;20;9.6000004;0;2.4000001;5;5;4.1999998;5.5999999;13;7.4000001;2.4000001
1986;2;19;0;7.1999998;0;0;0;0;0;0;0;0;0;0;2.5999999;0;0;3;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1986;2;20;0.40000001;0.80000001;12;8.6000004;7;5.1999998;18;0;0;0;0;0;0;0;0;0;0;9.8000002;1.2;4.5999999;1;0;12.6;0.2;5;10.6;1.2;2;6;1;6;1.6;4;0;0
1986;2;21;0;0;0;0.40000001;1.4;5;12.4;0;0;0;0;0;0;0;0;0;0;5.5999999;0.60000002;2.2;0;0;11.8;0.40000001;6;2.5999999;0;1;2;3;1.8;1;0;0;0
1986;2;22;1.4;4.4000001;5;9;0;0.40000001;3;3;1.6;6.4000001;8.3999996;14.2;3.5999999;3.5999999;4.8000002;21;31;1.6;5.1999998;4.4000001;6.5999999;7.1999998;10.2;6.8000002;10;2;5;0;2;1.4;1.6;1.2;0.80000001;1;1.2
1986;2;23;7;16;0;11;15.8;7.8000002;4.8000002;8.3999996;16;16.4;22.4;0;9;9.6000004;12.8;1;11.2;8.8000002;6.5999999;10.6;21.200001;26.4;5;5.1999998;0;14.6;4.4000001;12.2;11;5;7.4000001;8.8000002;22;8.3999996;17.6
1986;2;24;0;0;0;0;0;0;0;0;0;0;0;3.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1986;2;25;15;13.4;3.8;12.6;8.8000002;6.5999999;2.5999999;11.2;5;5.8000002;7.4000001;5.1999998;12.6;10.4;8.6000004;10;12.6;6;9.8000002;6.1999998;8.8000002;11.8;8;6;10;11;5.1999998;15;12;7;17.6;10.6;16;13;11
1986;2;26;3.2;19;0;0;0.80000001;1.2;0.40000001;2;1.8;4.8000002;5.4000001;0;0;5.1999998;1.6;6;6.5999999;1;0.2;0.2;0.80000001;0.2;3.2;0.2;0;7;0.2;10;1;2.2;8.6000004;3.8;4.5999999;3;3.4000001
1986;2;27;0;0;0;0;0;0;0;0;0;0;0;1.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1986;2;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0.40000001;0;0
1986;3;1;0;0;1;0;0.60000002;0;0;0;0;0.2;0;0.60000002;0;0;0;0;0;2;0;0;0.40000001;0;0;0.80000001;3;0;0;0.40000001;0;0;0.2;0;0;0;0
1986;3;2;6.1999998;4.8000002;6;21.799999;3.5999999;6.4000001;17.6;9.6000004;7.5999999;5.8000002;9;3.4000001;14;4.5999999;0.80000001;7;8.1999998;15;11;14;10.2;13.2;29.200001;9.1999998;10;8;24.799999;3.8;9.6000004;4.1999998;10.4;0;5;8;6
1986;3;3;2;0.60000002;8;0;7.8000002;17.6;17.200001;3.8;1.6;2.2;3.5999999;3.5999999;0;0;0;3;2.5999999;15;3.4000001;3.4000001;2.8;3;12.8;3.2;12;8;5.5999999;6.5999999;7;7.1999998;7.1999998;0.60000002;9;3.4000001;3.5999999
1986;3;4;0.40000001;0;1;0;3;3.4000001;1.2;1.6;0.80000001;0.40000001;1.4;0;0;0;0.40000001;0;0;1;0;0;0.2;0.2;1.2;0;2;4;0.40000001;2.8;2.8;1.2;6;2.2;1.4;1.2;1.2
1986;3;5;0.60000002;0;0;0;0;0;0;3;0;0.40000001;0;0;0;0;1.4;0;0;0;0;0;0.60000002;1.4;0;0;0;0;1.4;0;0;0;9.3999996;1.6;1.6;2.2;1.4
1986;3;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0
1986;3;7;0;1.2;0;1.6;1.2;1.4;1;0.40000001;0;0.40000001;1.4;1.8;1;0.80000001;2.8;11;1.8;0;0;0;0;0;0.2;1.4;0;1;1.2;0.60000002;0;0.80000001;0.2;0;0;0;0
1986;3;8;0;9;1.8;6;0.60000002;3.8;0.40000001;2.4000001;4.8000002;7.8000002;11.2;5.5999999;16;5.4000001;14.4;0;11.6;1.6;5.4000001;2.4000001;5.1999998;6.4000001;3;3.2;3;1.6;6.1999998;1.4;3;0.80000001;2.5999999;0;2;1;7
1986;3;9;0;1.8;0;1;0.40000001;0.2;0;4.1999998;1;0;0.60000002;0;3;0.2;1.6;0;0.60000002;0.80000001;1.6;1.6;3.2;4;0;0.2;0;0;5.4000001;0.2;0;0.60000002;6.8000002;1.6;2.8;5;1.4
1986;3;10;0.60000002;0.80000001;0;0;0;0;0;0.80000001;0.40000001;0;0;0;0;0;1.2;0;0;0;0.40000001;0;0.60000002;1.6;0;0;0;1.6;1.2;0;0.60000002;0;2.8;2.2;1;0.2;0.2
1986;3;11;13;14.4;0;4.1999998;9;0.40000001;0.2;11.6;10.4;7.4000001;9.8000002;2.4000001;14.6;13.8;16;12;7.8000002;5.8000002;8;7;6.1999998;13.6;0;4;0;0;7.8000002;1.8;14.6;4.5999999;9.6000004;2;20.799999;12.4;10
1986;3;12;25.4;14.2;10;3.4000001;12.8;6.1999998;0.80000001;29.4;35.400002;28.799999;27.4;3.8;8.6000004;13;8;11;14;18.200001;25.799999;46.599998;34.400002;47;1.4;18;10;4;22.200001;3;28.6;15.2;36.599998;13;37.400002;32.400002;51.200001
1986;3;13;2.4000001;0;8;0;5.1999998;7.4000001;5.8000002;1.8;0.40000001;0;0;0;0;0;0.40000001;0;0;8.1999998;1.2;0.80000001;2;0.60000002;8;0;0;2;0;5.1999998;7;4.1999998;4.1999998;14.2;11.6;2.2;2.2
1986;3;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0.2;0;0;0;6;0;0;0
1986;3;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0.2;0;0;0;0;0;1;0;0;0;0;0;0.80000001;0;0
1986;3;16;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.40000001;0;0.40000001;0;0
1986;3;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0.2;0;0;0;0
1986;3;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.60000002;0;0;0;0
1986;3;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1986;3;20;0;0;0;0.60000002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1986;3;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1986;3;22;15;7.8000002;0;7.1999998;7.8000002;8.6000004;4.4000001;15.8;11.4;14;15.4;11.2;15;18.200001;13.6;15;6.5999999;56;32.400002;57;39.599998;31.200001;7;41.200001;5;11;36.599998;7.1999998;28;17.6;20.4;7;12.8;15.4;19.6
1986;3;23;31.6;17;16;4.1999998;21.6;0.40000001;0.40000001;37.599998;56.799999;40;3.5999999;3.8;18;18.799999;22;25;46.400002;28;50.799999;22;30;46.799999;8.6000004;29.799999;0.80000001;9;20;6;22.200001;18.6;40.400002;10.8;57;21;57.799999
1986;3;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.4000001;7.1999998;0;0
1986;3;25;0;0;0;0;0;0;0;0;0;0;0;2.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1986;3;26;0;0;0;1.6;0.2;0;0;0;0;0;0;1.8;0;0;0.40000001;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
1986;3;27;6.8000002;10;1;6.8000002;5.8000002;4.1999998;2;7.1999998;4;6.8000002;9.3999996;7.1999998;13;12.6;10.2;11;8.6000004;1.4;2.4000001;2;2.4000001;4.8000002;4;1;1;5;1.4;9;4.1999998;4.4000001;10;5.1999998;13;8;7.1999998
1986;3;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1986;3;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1986;3;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1986;3;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1986;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1986;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1986;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1986;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1986;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1986;4;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1986;4;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1986;4;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1986;4;9;0;0;2.8;2.8;0.80000001;1;1.2;0;0;0;0;0;0;0;0;0;0;8.1999998;6.5999999;2.8;4.5999999;0.2;6;0;3;2.5999999;0;0;0;0.2;1;0;0.40000001;0;0
1986;4;10;0;0;1;13;0.2;0;7.5999999;0;0;0;0;2.5999999;0;0;0;0;0;1.4;0;0;0;0;14.4;0;10;4.5999999;0;0;0;0;0.2;0;0;0;0
1986;4;11;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.4;0;0;0;0;0;0;0;0;0;0;0;0
1986;4;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1986;4;13;3.4000001;1.6;10.8;14.2;8.1999998;9.6000004;14.6;5;0;6.5999999;3.5999999;14;10.6;5.5999999;2.8;1;0.80000001;9.1999998;3.2;5.8000002;7.8000002;5.5999999;13.2;5;14;14;9.3999996;5;8.1999998;8.6000004;14.6;3;10.4;5.1999998;3
1986;4;14;4.4000001;9.6000004;5.4000001;2.2;1.4;1.8;0.80000001;5.4000001;6.1999998;2.5999999;1.8;0;8.1999998;12.4;7.1999998;5;6.8000002;2.2;0.60000002;0.80000001;1;4.5999999;3.8;1.2;1;3;1;2.4000001;2.2;0.60000002;4.1999998;10.4;5.4000001;7.8000002;7.1999998
1986;4;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1986;4;16;0.60000002;0;8;12.6;4.4000001;7;10;0;0.80000001;1;0;1.8;0;0;0;0;0;12.4;0;3.4000001;0;0.40000001;17.4;0.40000001;11;19.6;0;6.1999998;1.2;4.1999998;3.2;3;5.4000001;0;0
